Message,Word_Count,Text_Length,Count_A,Count_Exclamation,Avg_Word_Length,Punctuation_Count,Uppercase_Word_Count,Keyword_Presence,and,are,call,can,for,have,in,is,it,me,my,now,of,on,so,that,the,to,you,your,Label
Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week,28,154,4,0,4.535714286,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449620312,0,0,0,0,0.89321978,0,0,spam
Yes. It's all innocent fun. O:-),6,32,1,0,4.5,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ham
Thanks for sending this mental ability question..,7,49,3,0,6.142857143,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",52,243,15,0,3.692307692,7,3,0,0,0,0,0.222399154,0.198530822,0.62568842,0,0.373858662,0,0,0,0,0.206377718,0,0,0.21082737,0,0.273327895,0.420929945,0.202330747,ham
2marrow only. Wed at  &lt;#&gt;  to 2 aha.,8,42,4,0,4.125,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ham
I went to ur hon lab but no one is there.,11,41,1,0,2.818181818,1,1,0,0,0,0,0,0,0,0,0.807264081,0,0,0,0,0,0,0,0,0,0.590190396,0,0,ham
I cant pick the phone right now. Pls send a message,11,51,3,0,3.727272727,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.789233858,0,0,0,0,0.61409276,0,0,0,ham
Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,11,81,4,3,6.454545455,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,27,173,12,0,5.444444444,6,1,0,0.289199251,0,0.325127834,0,0,0.328750083,0,0.29465001,0,0,0,0,0,0.337022416,0,0,0,0.215418486,0.221165599,0.63785342,spam
How come?,2,9,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,28,136,8,1,3.892857143,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ham
Ok lor...,2,9,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
I'm coming home 4 dinner.,5,25,0,0,4.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
S da..al r above  &lt;#&gt;,5,27,3,0,4.4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk.",18,106,1,0,4.944444444,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,spam
Unni thank you dear for the recharge..Rakhesh,7,45,4,0,5.571428571,2,0,0,0,0,0,0,0.67303953,0,0,0,0,0,0,0,0,0,0,0,0.566357304,0,0.475665003,0,ham
I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,21,115,9,0,4.523809524,3,1,0,0,0,0,0,0.443840481,0,0,0,0,0,0,0,0.461383199,0.478000937,0,0.471330952,0.373488164,0,0,0,ham
Haha... They cant what... At the most tmr forfeit... haha so how?,12,65,6,0,4.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798036475,0,0.602609148,0,0,0,ham
"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",34,139,11,2,3.117647059,7,1,0,0,0,0,0,0,0.448476884,0.392022403,0.401957977,0.429064586,0,0,0.461692485,0,0,0,0,0,0.293871291,0,0,ham
No way I'm going back there!,6,28,2,1,3.833333333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",26,153,5,4,4.923076923,8,5,0,0,0,0.429705087,0,0,0,0,0.389424082,0,0,0,0,0,0.445425557,0,0,0.348035246,0.284707766,0.292303436,0.421509374,spam
I WILL CAL YOU SIR. In meeting,7,30,0,0,3.428571429,1,5,0,0,0,0,0,0,0,0.792471818,0,0,0,0,0,0,0,0,0,0,0,0.609908532,0,ham
"That's what I love to hear :V see you sundayish, then",11,53,4,0,3.909090909,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.732622206,0,0.474905334,0.487575253,0,ham
"Sorry da thangam, very very sorry i am held up with prasad.",12,59,6,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Tiwary to rcb.battle between bang and kochi.,7,44,4,0,5.428571429,2,0,0,0.801966932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597368429,0,0,ham
Thank god they are in bed!,6,26,2,1,3.5,1,0,0,0,0.769328426,0,0,0,0,0.638853483,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,18,85,11,0,3.777777778,2,1,0,0,0,0,0,0,0.710820569,0,0,0,0,0,0,0.703373384,0,0,0,0,0,0,0,ham
Am in gobi arts college,5,23,1,0,3.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Why she wants to talk to me,7,27,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.575369191,0,0,0,0,0,0,0,0.817893816,0,0,ham
Pandy joined 4w technologies today.he got job..,7,47,2,0,5.857142857,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",25,146,8,2,4.88,6,3,0,0,0.648884872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493772985,0.40392749,0.414703804,0,spam
"They can try! They can get lost, in fact. Tee hee",11,49,3,1,3.545454545,3,0,0,0,0,0,0.925294602,0,0,0.379249125,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,25,126,1,1,4.08,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392284012,0.641810311,0.65893306,0,ham
My friends use to call the same.,7,32,2,0,3.714285714,1,0,0,0,0,0.574318374,0,0,0,0,0,0,0,0.555862703,0,0,0,0,0,0.4651633,0.380523541,0,0,ham
"Sorry, I'll call later",4,22,2,0,4.75,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",18,107,9,0,5,5,0,0,0,0,0,0,0,0.624099696,0.545537732,0.559364061,0,0,0,0,0,0,0,0,0,0,0,0,ham
"It,,s a taxt massage....tie-pos argh ok! Lool!",7,46,5,2,5.714285714,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ham
"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",19,96,8,0,4,10,0,0,0,0,0,0.621117783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783717232,0,ham
"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",31,157,10,0,4.096774194,3,1,0,0.497732152,0,0,0.301668995,0,0.282900951,0.494578492,0,0.270655598,0,0,0,0,0.290019583,0,0,0,0.185375146,0.380641476,0,ham
Do you like shaking your booty on the dance floor?,10,50,2,0,4.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58354389,0,0,0.455954621,0,0.382941395,0.552211735,ham
"Text me when you get off, don't call, my phones having problems",12,63,2,0,4.333333333,3,0,0,0,0,0.553129294,0,0,0,0,0,0,0.515626409,0.535354533,0,0,0,0,0,0,0,0.376261763,0,ham
No need for the drug anymore.,6,29,1,0,4,1,0,0,0,0,0,0,0.765142386,0,0,0,0,0,0,0,0,0,0,0,0.64386111,0,0,0,ham
Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,16,87,5,0,4.5,7,0,0,0,0,0.38193272,0,0,0,0,0,0,0,0,0,0.764283574,0,0,0,0,0,0.519613334,0,ham
Its sarcasm.. .nt scarcasim,4,27,4,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Great! I have to run now so ttyl!,8,33,2,2,3.25,2,1,0,0,0,0,0,0,0.525992094,0,0,0,0,0,0.541491893,0,0,0.557965376,0,0,0.34466431,0,0,ham
Feel like trying kadeem again? :V,6,33,3,0,4.666666667,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Dai  &lt;#&gt;  naal eruku.,4,27,3,0,5.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Not yet chikku..wat abt u?,5,26,2,0,4.4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Ok...,1,5,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Want to finally have lunch today?,6,33,4,0,4.666666667,1,0,0,0,0,0,0,0,0.836425555,0,0,0,0,0,0,0,0,0,0,0,0.548080551,0,0,ham
Do you know when dad will be back?,8,34,2,0,3.375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ham
"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",29,130,10,0,3.517241379,3,1,0,0.214757244,0.513958271,0,0,0,0.244127402,0.213396529,0,0,0.225067766,0,0,0,0,0,0,0,0.319936377,0.65694381,0,spam
8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,32,165,3,1,4.1875,6,4,1,0.605699821,0,0,0,0.655416289,0,0,0,0,0,0,0,0,0,0,0,0,0.451173154,0,0,spam
He remains a bro amongst bros,6,29,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
R u meeting da ge at nite tmr?,8,30,2,0,2.875,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",27,140,9,1,4.222222222,11,0,0,0.764782366,0,0,0.463524662,0,0,0,0,0,0,0,0.447496167,0,0,0,0,0,0,0,0,ham
Why de. You looking good only:-)..,6,34,0,0,4.833333333,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ham
Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp £1.50/msg,28,162,8,1,4.821428571,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.556760332,0,0,0,0,0.433208086,0.708765608,0,0,spam
we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,25,130,6,0,4.24,0,0,0,0.338633675,0,0.380703729,0,0.366429078,0,0,0,0,0,0,0,0.380912123,0,0,0,0,0.504482313,0.258970656,0.373442613,spam
Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,21,117,8,0,4.619047619,6,0,0,0,0,0,0,0,0,0.387431688,0,0,0,0.424255439,0,0,0.454377933,0,0,0.355030224,0.580859917,0,0,ham
"That's cool, I'll come by like  &lt;#&gt; ish",8,45,1,0,4.625,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ham
Super msg da:)nalla timing.,4,27,3,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",30,153,5,0,4.133333333,10,1,0,0,0.614597762,0,0,0,0,0,0,0,0,0.558872503,0,0,0,0,0,0,0,0.523721111,0.188804963,ham
I am 6 ft. We will be a good combination!,10,41,3,1,3.2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,30,136,5,11,3.566666667,22,3,0,0,0.47580545,0,0,0,0,0,0,0,0,0.432664418,0.46532975,0,0,0,0,0,0,0.6081767,0,ham
* Am on a train back from northampton so i'm afraid not!,12,56,6,1,3.75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694929551,0.719077826,0,0,0,0,0,ham
Where in abj are you serving. Are you staying with dad or alone.,13,64,5,0,4,2,0,0,0,0.795344766,0,0,0,0,0.330228779,0,0,0,0,0,0,0,0,0,0,0,0.508306656,0,ham
Was playng 9 doors game and gt racing on phone lol,11,50,5,0,3.636363636,0,0,0,0.651210417,0,0,0,0,0,0,0,0,0,0,0,0,0.758897221,0,0,0,0,0,0,ham
"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",20,136,3,0,5.85,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.842584391,0,0,0,0.538564336,0,0,spam
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",71,444,19,0,5.23943662,42,5,0,0,0,0,0,0,0,0,0,0.592431389,0,0,0,0,0.634816739,0,0,0.496016891,0,0,0,ham
I'm on da bus going home...,6,27,1,0,3.666666667,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ham
I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,27,106,11,0,2.962962963,6,3,0,0,0,0.488346703,0,0,0,0.431629186,0,0,0,0,0,0,0,0,0,0.395531423,0.647123355,0,0,ham
I'm okay. Chasing the dream. What's good. What are you doing next.,12,66,6,0,4.583333333,6,0,0,0,0.709325811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.539765895,0,0.453331746,0,ham
Yupz... I've oredi booked slots 4 my weekends liao...,9,53,1,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ham
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,28,157,11,1,4.642857143,5,4,0,0,0.4712309,0.442731787,0,0,0.447664262,0,0,0,0,0,0,0,0,0,0.452524975,0,0.293338808,0.301164744,0,spam
There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,16,88,2,0,4.5625,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ham
Okie,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Yes I know the cheesy songs from frosty the snowman :),11,54,1,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ham
"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",12,56,2,0,3.666666667,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p,28,152,3,0,4.464285714,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.703759959,0,0,0.549885983,0.449830331,0,0,spam
Hey tmr meet at bugis 930 ?,7,27,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",29,158,8,1,4.482758621,5,3,1,0,0,0.599452936,0,0,0.303065721,0,0,0,0,0,0.311996383,0,0.310691758,0,0,0,0.595765252,0,0,spam
All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,21,95,3,0,3.571428571,4,1,0,0.393335199,0,0,0.476790714,0,0,0.390843004,0.400748687,0,0,0,0,0,0,0,0,0.358156248,0.29298718,0.300803735,0,ham
Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,22,95,3,1,3.363636364,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708622647,0.367072631,0,0.36195053,0,0,0.48177115,0,ham
And whenever you and i see we can still hook up too.,12,52,2,0,3.416666667,1,0,0,0.812832802,0,0,0.492647408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310807606,0,ham
Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,16,80,1,0,4.0625,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,ham
Can you use foreign stamps for whatever you send them off for?,12,62,3,0,4.25,1,0,0,0,0,0,0.415959644,0.742636008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524851726,0,ham
FROM 88066 LOST £12 HELP,5,24,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spam
Oh baby of the house. How come you dont have any new pictures on facebook,15,73,4,0,3.933333333,1,0,0,0,0,0,0,0,0.492405977,0,0,0,0,0,0,0.487247096,0.50479638,0,0,0.394424903,0,0.331264594,0,ham
"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr",38,165,4,1,3.315789474,13,5,0,0,0,0,0,0,0,0,0.62106152,0,0.638838094,0,0,0,0,0,0,0,0.45405779,0,0,ham
"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",34,169,11,2,4,9,1,0,0.775884741,0,0,0,0,0,0.256989563,0.263502811,0.281272498,0,0,0,0,0.301396066,0,0,0.23549716,0.192646783,0,0,ham
"Omw back to tampa from west palm, you hear what happened?",11,57,7,0,4.272727273,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.697738105,0.716352942,0,ham
Yup no more already... Thanx 4 printing n handing it up.,11,56,4,0,4.181818182,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ham
FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,29,156,4,1,4.413793103,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0.801540884,0,0,0,0,0.31183435,0.510187759,0,0,spam
What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,26,113,10,0,3.384615385,1,0,0,0,0,0,0.348937954,0,0,0,0.586573618,0.313065023,0,0,0,0,0,0,0,0,0,0.660427124,0,ham
S now only i took tablets . Reaction morning only.,10,50,2,0,4.1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,ham
Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,29,160,7,2,4.551724138,5,6,1,0.332123287,0,0.373384525,0,0,0,0,0,0,0,0,0.388669782,0,0.77408909,0,0,0,0,0,0,spam
"Nah, I'm a perpetual DD",5,23,3,0,3.8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Sorry de i went to shop.,6,24,0,0,3.166666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ham
Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,16,118,0,0,6.4375,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.742989175,0.381405629,0.549997119,spam
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",34,179,13,1,4.294117647,11,0,0,0,0,0,0,0,0.520032262,0,0.466091171,0.497522694,0,0,0,0.514583944,0,0,0,0,0,0,0,ham
Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,23,101,11,0,3.434782609,1,0,0,0.422234987,0,0,0.511822286,0.456892472,0,0,0,0,0,0,0,0,0,0,0,0.384471308,0.314514029,0.322904895,0,ham
Nope i'm not drivin... I neva develop da photos lei...,10,54,2,0,4.5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,19,96,7,0,4.105263158,5,1,0,0,0,0,0,0.52957933,0,0,0,0,0,0.53252874,0,0.55051086,0,0,0,0,0.364549952,0,0,ham
Cool. I am  &lt;#&gt;  inches long. hope you like them big!,11,59,1,1,4.272727273,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ham
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",22,166,9,0,6.545454545,14,0,0,0,0.447677001,0,0,0,0,0,0.381174673,0,0,0,0,0,0.435989835,0,0,0.681325205,0,0,0,ham
Okie.. Thanx..,2,14,1,0,6.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,25,135,5,1,4.44,3,4,0,0.433808196,0,0,0,0,0,0,0,0,0,0,0,0.487969192,0,0,0,0.395009437,0.646269341,0,0,spam
Go where n buy? Juz buy when we get there lar.,11,46,1,0,3.272727273,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Ok lor...,2,9,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
I'm working technical support :)voice process.,6,46,1,0,6.833333333,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
It's justbeen overa week since we broke up and already our brains are going to mush!,16,84,6,1,4.3125,2,0,0,0.48973266,0.58601551,0,0,0,0,0,0,0.532611308,0,0,0,0,0,0,0,0,0.364791637,0,0,ham
"Tunde, how are you doing. This is just wishing you a great day. Abiola.",14,71,5,0,4.142857143,4,0,0,0,0.545644253,0,0,0,0,0,0.464588909,0,0,0,0,0,0,0,0,0,0,0.697444976,0,ham
Nope... C ü then...,4,19,0,0,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
No. But we'll do medical missions to nigeria,8,44,2,0,4.625,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ham
No i am not having not any movies in my laptop,11,46,4,0,3.272727273,0,0,0,0,0,0,0,0,0,0.674333932,0,0,0,0.738426535,0,0,0,0,0,0,0,0,0,ham
Whatsup there. Dont u want to sleep,7,35,2,0,4.142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ham
Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “,24,151,13,0,5.333333333,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spam
"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",27,165,9,1,5.148148148,6,3,0,0,0,0.454129419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.890935728,spam
I havent lei.. Next mon can?,6,28,2,0,3.833333333,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Mm feeling sleepy. today itself i shall get that dear,10,53,4,0,4.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ham
How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,17,82,5,0,3.882352941,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544600904,0.838695329,0,ham
Do ü noe if ben is going?,7,25,0,0,2.714285714,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ham
Can you do a mag meeting this avo at some point?,11,48,5,0,3.454545455,1,0,0,0,0,0,0.845750877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533577973,0,ham
I meant middle left or right?,6,29,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Really? I crashed out cuddled on my sofa.,8,41,3,0,4.25,2,1,0,0,0,0,0,0,0,0,0,0,0,0.682463845,0,0,0.730919353,0,0,0,0,0,0,ham
Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,23,99,8,0,3.304347826,2,0,0,0,0,0,0,0,0,0,0,0,0.602795367,0,0.673109742,0,0,0,0,0,0.428440218,0,0,ham
"I sent you the prices and do you mean the  &lt;#&gt; g,",12,55,2,0,3.583333333,6,1,0,0.38761216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.705890128,0,0.592854064,0,ham
Are you this much buzy,5,22,0,0,3.6,0,0,0,0,0.842614671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538516961,0,ham
Nothing. Can...,2,15,1,0,7,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
